version,condition_uid,aa_ageband,sex,analysis_type,aaf
aaf_2014_ljucph,5,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,5,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,5,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,5,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,5,75+ Yrs,F,mortality,1
aaf_2014_ljucph,5,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,5,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,5,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,5,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,5,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,5,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,5,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,5,75+ Yrs,M,mortality,1
aaf_2014_ljucph,6,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,6,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,6,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,6,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,6,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,6,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,6,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,6,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,6,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,6,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,6,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,6,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,6,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,6,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,6,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,6,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,6,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,6,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,6,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,6,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,6,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,6,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,6,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,6,75+ Yrs,F,mortality,1
aaf_2014_ljucph,6,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,6,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,6,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,6,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,6,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,6,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,6,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,6,75+ Yrs,M,mortality,1
aaf_2014_ljucph,7,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,7,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,7,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,7,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,7,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,7,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,7,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,7,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,7,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,7,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,7,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,7,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,7,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,7,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,7,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,7,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,7,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,7,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,7,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,7,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,7,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,7,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,7,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,7,75+ Yrs,F,mortality,1
aaf_2014_ljucph,7,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,7,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,7,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,7,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,7,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,7,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,7,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,7,75+ Yrs,M,mortality,1
aaf_2014_ljucph,8,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,8,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,8,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,8,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,8,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,8,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,8,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,8,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,8,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,8,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,8,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,8,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,8,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,8,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,8,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,8,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,8,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,8,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,8,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,8,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,8,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,8,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,8,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,8,75+ Yrs,F,mortality,1
aaf_2014_ljucph,8,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,8,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,8,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,8,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,8,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,8,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,8,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,8,75+ Yrs,M,mortality,1
aaf_2014_ljucph,9,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,9,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,9,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,9,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,9,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,9,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,9,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,9,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,9,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,9,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,9,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,9,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,9,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,9,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,9,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,9,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,9,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,9,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,9,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,9,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,9,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,9,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,9,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,9,75+ Yrs,F,mortality,1
aaf_2014_ljucph,9,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,9,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,9,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,9,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,9,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,9,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,9,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,9,75+ Yrs,M,mortality,1
aaf_2014_ljucph,10,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,10,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,10,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,10,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,10,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,10,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,10,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,10,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,10,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,10,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,10,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,10,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,10,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,10,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,10,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,10,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,10,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,10,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,10,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,10,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,10,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,10,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,10,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,10,75+ Yrs,F,mortality,1
aaf_2014_ljucph,10,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,10,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,10,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,10,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,10,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,10,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,10,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,10,75+ Yrs,M,mortality,1
aaf_2014_ljucph,11,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,11,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,11,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,11,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,11,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,11,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,11,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,11,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,11,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,11,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,11,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,11,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,11,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,11,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,11,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,11,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,11,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,11,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,11,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,11,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,11,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,11,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,11,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,11,75+ Yrs,F,mortality,1
aaf_2014_ljucph,11,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,11,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,11,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,11,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,11,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,11,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,11,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,11,75+ Yrs,M,mortality,1
aaf_2014_ljucph,12,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,12,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,12,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,12,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,12,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,12,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,12,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,12,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,12,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,12,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,12,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,12,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,12,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,12,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,12,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,12,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,12,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,12,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,12,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,12,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,12,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,12,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,12,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,12,75+ Yrs,F,mortality,1
aaf_2014_ljucph,12,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,12,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,12,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,12,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,12,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,12,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,12,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,12,75+ Yrs,M,mortality,1
aaf_2014_ljucph,13,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,13,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,13,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,13,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,13,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,13,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,13,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,13,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,13,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,13,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,13,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,13,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,13,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,13,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,13,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,13,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,13,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,13,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,13,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,13,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,13,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,13,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,13,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,13,75+ Yrs,F,mortality,1
aaf_2014_ljucph,13,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,13,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,13,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,13,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,13,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,13,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,13,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,13,75+ Yrs,M,mortality,1
aaf_2014_ljucph,14,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,14,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,14,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,14,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,14,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,14,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,14,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,14,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,14,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,14,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,14,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,14,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,14,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,14,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,14,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,14,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,14,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,14,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,14,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,14,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,14,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,14,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,14,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,14,75+ Yrs,F,mortality,1
aaf_2014_ljucph,14,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,14,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,14,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,14,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,14,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,14,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,14,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,14,75+ Yrs,M,mortality,1
aaf_2014_ljucph,15,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,15,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,15,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,15,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,15,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,15,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,15,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,15,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,15,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,15,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,15,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,15,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,15,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,15,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,15,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,15,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,15,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,15,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,15,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,15,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,15,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,15,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,15,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,15,75+ Yrs,F,mortality,1
aaf_2014_ljucph,15,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,15,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,15,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,15,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,15,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,15,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,15,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,15,75+ Yrs,M,mortality,1
aaf_2014_ljucph,16,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,16,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,16,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,16,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,16,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,16,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,16,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,16,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,16,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,16,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,16,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,16,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,16,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,16,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,16,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,16,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,16,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,16,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,16,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,16,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,16,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,16,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,16,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,16,75+ Yrs,F,mortality,1
aaf_2014_ljucph,16,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,16,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,16,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,16,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,16,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,16,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,16,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,16,75+ Yrs,M,mortality,1
aaf_2014_ljucph,17,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,17,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,17,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,17,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,17,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,17,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,17,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,17,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,17,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,17,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,17,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,17,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,17,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,17,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,17,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,17,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,17,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,17,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,17,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,17,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,17,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,17,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,17,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,17,75+ Yrs,F,mortality,1
aaf_2014_ljucph,17,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,17,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,17,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,17,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,17,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,17,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,17,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,17,75+ Yrs,M,mortality,1
aaf_2014_ljucph,18,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,18,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,18,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,18,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,18,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,18,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,18,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,18,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,18,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,18,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,18,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,18,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,18,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,18,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,18,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,18,75+ Yrs,M,morbidity,1
aaf_2014_ljucph,18,00-15 Yrs,F,mortality,1
aaf_2014_ljucph,18,16-24 Yrs,F,mortality,1
aaf_2014_ljucph,18,25-34 Yrs,F,mortality,1
aaf_2014_ljucph,18,35-44 Yrs,F,mortality,1
aaf_2014_ljucph,18,45-54 Yrs,F,mortality,1
aaf_2014_ljucph,18,55-64 Yrs,F,mortality,1
aaf_2014_ljucph,18,65-74 Yrs,F,mortality,1
aaf_2014_ljucph,18,75+ Yrs,F,mortality,1
aaf_2014_ljucph,18,00-15 Yrs,M,mortality,1
aaf_2014_ljucph,18,16-24 Yrs,M,mortality,1
aaf_2014_ljucph,18,25-34 Yrs,M,mortality,1
aaf_2014_ljucph,18,35-44 Yrs,M,mortality,1
aaf_2014_ljucph,18,45-54 Yrs,M,mortality,1
aaf_2014_ljucph,18,55-64 Yrs,M,mortality,1
aaf_2014_ljucph,18,65-74 Yrs,M,mortality,1
aaf_2014_ljucph,18,75+ Yrs,M,mortality,1
aaf_2014_ljucph,19,00-15 Yrs,F,morbidity,1
aaf_2014_ljucph,19,16-24 Yrs,F,morbidity,1
aaf_2014_ljucph,19,25-34 Yrs,F,morbidity,1
aaf_2014_ljucph,19,35-44 Yrs,F,morbidity,1
aaf_2014_ljucph,19,45-54 Yrs,F,morbidity,1
aaf_2014_ljucph,19,55-64 Yrs,F,morbidity,1
aaf_2014_ljucph,19,65-74 Yrs,F,morbidity,1
aaf_2014_ljucph,19,75+ Yrs,F,morbidity,1
aaf_2014_ljucph,19,00-15 Yrs,M,morbidity,1
aaf_2014_ljucph,19,16-24 Yrs,M,morbidity,1
aaf_2014_ljucph,19,25-34 Yrs,M,morbidity,1
aaf_2014_ljucph,19,35-44 Yrs,M,morbidity,1
aaf_2014_ljucph,19,45-54 Yrs,M,morbidity,1
aaf_2014_ljucph,19,55-64 Yrs,M,morbidity,1
aaf_2014_ljucph,19,65-74 Yrs,M,morbidity,1
aaf_2014_ljucph,19,75+ Yrs,M,morbidity,1
