Version,condition_fuid,condition_uid,aa_ageband,sex,analysis_type,aaf
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,65-74 Yrs,F,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,75+ Yrs,F,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,16-24 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,25-34 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,35-44 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,45-54 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,55-64 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,65-74 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Work/machine injuries.W24-W31,57,75+ Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,16-24 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,25-34 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,35-44 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,45-54 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,55-64 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,65-74 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,75+ Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,16-24 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,25-34 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,35-44 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,45-54 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,55-64 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,65-74 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,75+ Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,16-24 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,25-34 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,35-44 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,45-54 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,55-64 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,65-74 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,75+ Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,16-24 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,25-34 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,35-44 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,45-54 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,55-64 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,65-74 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Firearm injuries.W32-W34,58,75+ Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,16-24 Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,25-34 Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,35-44 Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,45-54 Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,55-64 Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,65-74 Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,75+ Yrs,F,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,16-24 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,25-34 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,35-44 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,45-54 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,55-64 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,65-74 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,75+ Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,16-24 Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,25-34 Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,35-44 Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,45-54 Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,55-64 Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,65-74 Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,75+ Yrs,F,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,16-24 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,25-34 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,35-44 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,45-54 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,55-64 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,65-74 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Drowning.W65-W74,59,75+ Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,16-24 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,25-34 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,35-44 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,45-54 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,55-64 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,65-74 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,75+ Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,16-24 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,25-34 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,35-44 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,45-54 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,55-64 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,65-74 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,75+ Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,16-24 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,25-34 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,35-44 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,45-54 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,55-64 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,65-74 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,75+ Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,16-24 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,25-34 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,35-44 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,45-54 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,55-64 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,65-74 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Inhalation of gastric contents/Inhalation and ingestion of food causing obstruction of the respiratory tract.W78-W79,60,75+ Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,16-24 Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,25-34 Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,35-44 Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,45-54 Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,55-64 Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,65-74 Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,75+ Yrs,F,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,16-24 Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,25-34 Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,35-44 Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,45-54 Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,55-64 Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,65-74 Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,75+ Yrs,M,morbidity,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,16-24 Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,25-34 Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,35-44 Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,45-54 Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,55-64 Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,65-74 Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,75+ Yrs,F,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,16-24 Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,25-34 Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,35-44 Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,45-54 Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,55-64 Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,65-74 Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Fire injuries.X00-X09,61,75+ Yrs,M,mortality,0.38
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,16-24 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,25-34 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,35-44 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,45-54 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,55-64 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,65-74 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,75+ Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,16-24 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,25-34 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,35-44 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,45-54 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,55-64 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,65-74 Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,75+ Yrs,M,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,16-24 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,25-34 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,35-44 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,45-54 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,55-64 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,65-74 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,75+ Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,16-24 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,25-34 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,35-44 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,45-54 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,55-64 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,65-74 Yrs,M,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - acute conditions.Unintentional injuries.Accidental excessive cold.X31,62,75+ Yrs,M,mortality,0.25
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,16-24 Yrs,F,morbidity,0.35
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,25-34 Yrs,F,morbidity,0.33
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,35-44 Yrs,F,morbidity,0.34
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,45-54 Yrs,F,morbidity,0.34
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,55-64 Yrs,F,morbidity,0.32
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,65-74 Yrs,F,morbidity,0.25
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,75+ Yrs,F,morbidity,0.2
aaf_2008_ljucph,"Partially attributable conditions - acute conditions.Intentional injuries.Intentional self-harm/Event of undetermined intent.X60-X84, Y10-Y34",65,00-15 Yrs,M,morbidity,0
